HS10 Code,HS10 Code Formatted,HS10 Date Key,HS10 Start Date,HS10 End Date,Unit of Measure,HS10 UOM Date Key,UOM Start Date,UOM End Date,HS10 English Description,HS10 French Description
2501001000,2501.00.10.00,2501.00.10.00 (1988-01/9999-12),198801,999912,TNE,TNE (1988-01/9999-12),198801,999912,"Table salt, made by an admx o ingredients cont 90% or more pure sodium chloride","Sel de table, fab par mél avec d'autres ingréd, >=90 % de chlorure de sodium pur"
2501009000,2501.00.90.00,2501.00.90.00 (2012-01/9999-12),201201,999912,TNE,TNE (2012-01/9999-12),201201,999912,"Salt, and pure sodium cholride, etc, nes; sea water","Sel, et chlorure de sodium pur, etc, nda; eau de mer"
2501009010,2501.00.90.10,2501.00.90.10 (1988-01/2011-12),198801,201112,TNE,TNE (1988-01/2011-12),198801,201112,Brine,Saumure
2501009020,2501.00.90.20,2501.00.90.20 (1988-01/1992-12),198801,199212,TNE,TNE (1988-01/1992-12),198801,199212,"Table salt, nes","Sel de table, nda"
2501009090,2501.00.90.90,2501.00.90.90 (1988-01/1992-12),198801,199212,TNE,TNE (1988-01/1992-12),198801,199212,Salt nes; sea water,Sel nda; eau de mer
2501009090,2501.00.90.90,2501.00.90.90 (1993-01/2011-12),199301,201112,TNE,TNE (1993-01/2011-12),199301,201112,"Salt, nes; sea water","Sel, nda; eau de mer"
2502000000,2502.00.00.00,2502.00.00.00 (1988-01/9999-12),198801,999912,TNE,TNE (1988-01/9999-12),198801,999912,Unroasted iron pyrites,Pyrites de fer non grillées
2503000000,2503.00.00.00,2503.00.00.00 (2012-01/9999-12),201201,999912,TNE,TNE (2012-01/9999-12),201201,999912,"Sulphur of all kinds, o/t sublimed, precipitated and colloidal","Soufres de toute espèce, a/q soufre sublimé, précipité ou colloïdal"
2503000010,2503.00.00.10,2503.00.00.10 (1996-01/2011-12),199601,201112,TNE,TNE (1996-01/2011-12),199601,201112,"Sulfur, crude or unrefined","Soufres, bruts ou non raffinés"
2503000090,2503.00.00.90,2503.00.00.90 (1996-01/2011-12),199601,201112,TNE,TNE (1996-01/2011-12),199601,201112,"Sulfur, exc sublimated, precipitated, colloidal, crude or unrefined","Soufres, a/q soufre sublimé, précipité, colloïdal, brut ou non raffiné"
