HS10 Code,HS10 Code Formatted,HS10 Date Key,HS10 Start Date,HS10 End Date,Unit of Measure,HS10 UOM Date Key,UOM Start Date,UOM End Date,HS10 English Description,HS10 French Description
6501000000,6501.00.00.00,6501.00.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1994-01/9999-12),199401,999912,"Hat-forms, hat bodies and hoods, of felt; plateaux and manchons, of felt","Cloches, non dressées ni tournurées, en feutre; plateaux et manchons, en feutre"
6501000000,6501.00.00.00,6501.00.00.00 (1988-01/9999-12),198801,999912,,N/A (1988-01/1993-12),198801,199312,"Hat-forms, hat bodies and hoods, of felt; plateaux and manchons, of felt","Cloches, non dressées ni tournurées, en feutre; plateaux et manchons, en feutre"
6502000000,6502.00.00.00,6502.00.00.00 (1999-01/9999-12),199901,999912,DZN,DZN (1999-01/9999-12),199901,999912,"Hat-shapes, plaited or made by assembling strips, of any material","Cloches ou formes, tressées/de bandes, non dressées/tournurées/etc,pour chapeaux"
6502000010,6502.00.00.10,6502.00.00.10 (1988-01/1998-12),198801,199812,DZN,DZN (1988-01/1998-12),198801,199812,"Hat-shapes,plaited or made by assembling strips of textile materials","Cloches ou formes pour chapeaux,tressées ou de bandes assemblées en matières tex"
6502000090,6502.00.00.90,6502.00.00.90 (1988-01/1998-12),198801,199812,DZN,DZN (1988-01/1998-12),198801,199812,"Hat-shapes, plaited or made by assembling strips of any material,o/t textile","Cloches ou formes pr chapeaux,tressées/bandes assemblées en toutes mati,a/q tex"
6503000010,6503.00.00.10,6503.00.00.10 (1988-01/1997-12),198801,199712,DZN,DZN (1988-01/1997-12),198801,199712,Men's/boys' felt hats and other headgear,"Chapeaux et autres coiffures, en feutre, pour hommes ou garçonnets"
6503000020,6503.00.00.20,6503.00.00.20 (1988-01/1997-12),198801,199712,DZN,DZN (1988-01/1997-12),198801,199712,"Women's, girls' or babies' felt hats and other headgear","Chapeaux et autres coiffures, en feutre, pour femmes, fillettes ou bébés"
6503001000,6503.00.10.00,6503.00.10.00 (1998-01/2006-12),199801,200612,DZN,DZN (1998-01/2006-12),199801,200612,"Hats and o headgear, of fur-felt or wool-felt for use in the manufacture of hats","Chapeaux et autres coiffures,feutre de poil ou de laine,pr fab de chapeaux"
6503009010,6503.00.90.10,6503.00.90.10 (1998-01/2006-12),199801,200612,DZN,DZN (1998-01/2006-12),199801,200612,Men's/boys' felt hats and other headgear,"Chapeaux et autres coiffures, en feutre, pour hommes ou garçonnets"
6503009020,6503.00.90.20,6503.00.90.20 (1998-01/2006-12),199801,200612,DZN,DZN (1998-01/2006-12),199801,200612,"Women's, girls' or babies' felt hats and other headgear","Chapeaux et autres coiffures, en feutre, pour femmes, fillettes ou bébés"
6504000010,6504.00.00.10,6504.00.00.10 (1988-01/1997-12),198801,199712,DZN,DZN (1988-01/1997-12),198801,199712,"Men's/boys' hats & other headgear,plaited/made by assembling strips of any mat","Chapeaux et au coiffures,tressés/bandes assemblées en toutes mati,pr hommes/garç"
6504000020,6504.00.00.20,6504.00.00.20 (1988-01/1997-12),198801,199712,DZN,DZN (1988-01/1997-12),198801,199712,"Women's/girls'/babies' hats & headgear,plaited/made by assg strips of any mat","Chapeaux et coiffures,tressés/bandes assemblées en toutes mati,fem/fille/bébés"
6504001000,6504.00.10.00,6504.00.10.00 (1998-01/9999-12),199801,999912,DZN,DZN (1998-01/9999-12),199801,999912,"Hats and other headgear,plaited,in a single piece/fur-felt/wool-felt,mfr hats","Chapeaux et au coiffure,tressé/une seule pièce,feutre de poil/laine,fab chapeaux"
6504009000,6504.00.90.00,6504.00.90.00 (2012-01/9999-12),201201,999912,DZN,DZN (2012-01/9999-12),201201,999912,"Hats & o headgear,plaited/made by assembling strip of any mat,w/n lined/trim,nes","Chapeaux & autres coiffure,tressé/bande assemb en toutes matières,même garni,nda"
6504009010,6504.00.90.10,6504.00.90.10 (1998-01/2011-12),199801,201112,DZN,DZN (1998-01/2011-12),199801,201112,"Men's/boys' hats and o headgear,plaited/made by assembling strip of any mat,nes","Chapeaux et au coiffure,tressé/bande assemblé en toutes mati,pr hommes/garç,nda"
6504009020,6504.00.90.20,6504.00.90.20 (1998-01/2011-12),199801,201112,DZN,DZN (1998-01/2011-12),199801,201112,"Women's/girls'/babies' hats and headgear,plaited/made by assg strips any mat,nes","Chapeaux, coiffures, tressés/bandes assemblés toutes mati,femmes/fille/bébés,nda"
6505001000,6505.00.10.00,6505.00.10.00 (2012-01/9999-12),201201,999912,,N/A (2012-01/9999-12),201201,999912,"Hair-nets, of any material, whether or not lined or trimmed","Résilles et filets à cheveux, en toutes matières, même garnis"
6505002000,6505.00.20.00,6505.00.20.00 (2012-01/9999-12),201201,999912,DZN,DZN (2012-01/9999-12),201201,999912,"Hats and other headgear, knitted/crocheted/woven,for use in manufacture of hats","Coiffures, tricotés/crochetés/tissés, devant servir à la fabrication de chapeaux"
6505003100,6505.00.31.00,6505.00.31.00 (2012-01/9999-12),201201,999912,DZN,DZN (2012-01/9999-12),201201,999912,"Hats and o headgear,of fur-felt or wool-felt, for use in the manufacture of hats","Chapeaux et autres coiffures, de feutre de poils/de laine, pour fab de chapeaux"
6505003900,6505.00.39.00,6505.00.39.00 (2012-01/9999-12),201201,999912,DZN,DZN (2012-01/9999-12),201201,999912,"O felt hats/headgear,made from hat bodies/hoods/etc of 65.01,w/n lined/trim,nes","Chapeaux,au coiffures en feutre,fab a cloches/plateaux du n° 65.01,m garnis,nda"
6505004000,6505.00.40.00,6505.00.40.00 (2012-01/9999-12),201201,999912,DZN,DZN (2012-01/9999-12),201201,999912,"Other hats,hoods,caps,bonnets and berets,knit/crocheted,from lace/o tex mat,nes","Au chapeaux,capuchons,casquettes,bonnets,bérets,bonn,de dentel/au prod tex,nda"
6505009000,6505.00.90.00,6505.00.90.00 (2012-01/9999-12),201201,999912,DZN,DZN (2012-01/9999-12),201201,999912,"Other hats and headgear,knitted/crocheted, from lace or other textile mat, nes","Autres chapeaux et coiffures,en bonneterie,de dentelles/autres matières tex,nda"
6505100000,6505.10.00.00,6505.10.00.00 (1988-01/2011-12),198801,201112,,N/A (1988-01/2011-12),198801,201112,Hair-nets of any material,"Résilles et filets à cheveux, en toutes matières"
6505901000,6505.90.10.00,6505.90.10.00 (1988-01/1997-12),198801,199712,DZN,DZN (1988-01/1997-12),198801,199712,"Hats,hoods,caps,bonnets&berets,knitted/made up from lace or other textile mat","Chapeaux,capuchons,casquettes,bonnets,bérets,en bonneterie/dentelles/au mati tex"
6505901000,6505.90.10.00,6505.90.10.00 (1998-01/2011-12),199801,201112,DZN,DZN (1998-01/2011-12),199801,201112,"Other hats and other headgear, knit,crochet/made up from lace or o tex mat, nes","Autres chapeaux et coiffures, en bonn, dentelles ou autres matières tex, nda"
6505902000,6505.90.20.00,6505.90.20.00 (1998-01/2006-12),199801,200612,DZN,DZN (1998-01/2006-12),199801,200612,"Other hats,hoods,caps,bonnets&berets,knitted/made up from lace/o tex mat,nes","Aut chapeaux,capuchons,casquettes,bonnet,béret,en bonn/dentelles/au mati tex,nda"
6505903100,6505.90.31.00,6505.90.31.00 (2007-01/2011-12),200701,201112,DZN,DZN (2007-01/2011-12),200701,201112,"Hats and o headgear,of fur-felt or wool-felt, for use in the manufacture of hats","Chapeaux et autres coiffures,feutre de poil ou de laine,pour fab de chapeaux"
6505903910,6505.90.39.10,6505.90.39.10 (2007-01/2011-12),200701,201112,DZN,DZN (2007-01/2011-12),200701,201112,Men's or boys' felt hats and other headgear,"Chapeaux et autres coiffures, en feutre, pour hommes ou garçonnets"
6505903920,6505.90.39.20,6505.90.39.20 (2007-01/2011-12),200701,201112,DZN,DZN (2007-01/2011-12),200701,201112,"Women's, girls' or babies' felt hats and other headgear","Chapeaux et autres coiffures, en feutre, pour femmes, fillettes ou bébés"
6505904000,6505.90.40.00,6505.90.40.00 (2007-01/2011-12),200701,201112,DZN,DZN (2007-01/2011-12),200701,201112,"Other hats,hoods,caps,bonnets and berets, knit/cro,from lace/o tex mat,nes","Au chapeaux,capuchons,casquettes,bonnets, bérets,en bonn/dentel/au prod tex,nda"
6505909010,6505.90.90.10,6505.90.90.10 (1988-01/2011-12),198801,201112,DZN,DZN (1988-01/2011-12),198801,201112,"Headgear sets including scarf,gloves/mittens,knitted/made up from lace/o tex mat","Ensembles coiffure et écharpe,gants/moufles,en bonneterie/dentelles/au mati tex"
6505909090,6505.90.90.90,6505.90.90.90 (1988-01/1997-12),198801,199712,DZN,DZN (1988-01/1997-12),198801,199712,"Hats and other headgear, knitted/made up from lace or other textile mat, nes","Chapeaux et autres coiffures,en bonneterie,dentelles ou autres matières tex,nda"
6505909090,6505.90.90.90,6505.90.90.90 (1998-01/2011-12),199801,201112,DZN,DZN (1998-01/2011-12),199801,201112,"O hats and other headgear, knitted/made up from lace or other textile mat, nes","Autres chapeaux et coiffures,en bonneterie,dentelles ou autres matières tex,nda"
6506101010,6506.10.10.10,6506.10.10.10 (1988-01/2011-12),198801,201112,NMB,NMB (1988-01/2011-12),198801,201112,Safety headgear for firemen,"Casques de sécurité, pour pompiers"
6506101020,6506.10.10.20,6506.10.10.20 (1988-01/2011-12),198801,201112,NMB,NMB (1988-01/2011-12),198801,201112,Safety headgear for football,"Casques de sécurité, pour le football"
6506101030,6506.10.10.30,6506.10.10.30 (1998-01/9999-12),199801,999912,NMB,NMB (1998-01/9999-12),199801,999912,Safe headgear for welders,Casques de sécurité pour soudeurs
6506101040,6506.10.10.40,6506.10.10.40 (2013-06/9999-12),201306,999912,NMB,NMB (2013-06/9999-12),201306,999912,Athletic protective headgear,Casques protecteur pour l'athlétisme
6506101090,6506.10.10.90,6506.10.10.90 (1988-01/1997-12),198801,199712,NMB,NMB (1988-01/1997-12),198801,199712,"Safe headgear for x-ray operator,for mountaineering & climbing/ind safe helmets","Casques de sécurité contre les rayons X, pour l'alpinisme ou d'usage industriel"
6506101090,6506.10.10.90,6506.10.10.90 (1998-01/2011-12),199801,201112,NMB,NMB (1998-01/2011-12),199801,201112,"Safe headgear for X-ray operator, mountaineering and climbing/ind safe helmets","Casques de sécurité contre les rayons X, pour l'alpinisme ou d'usage industriel"
6506101090,6506.10.10.90,6506.10.10.90 (2012-01/2013-05),201201,201305,NMB,NMB (2012-01/2013-05),201201,201305,"Safety headgear such as football helmets,for firemen,for mountain climb,etc,nes","Casques de sécurité tel que de football,pr pompier,pr escalade&alpinisme,etc,nda"
6506101090,6506.10.10.90,6506.10.10.90 (2013-06/9999-12),201306,999912,NMB,NMB (2013-06/9999-12),201306,999912,"Safety headgear for firemen, for industrial safety, for X-ray operators, etc","Casques de sécurité pour pompiers,pour sécurité industrielle,pr radiographes,etc"
6506109000,6506.10.90.00,6506.10.90.00 (2013-06/9999-12),201306,999912,NMB,NMB (2013-06/9999-12),201306,999912,"Safety headgear, nes","Coiffures, casques de sécurité, nda"
6506109010,6506.10.90.10,6506.10.90.10 (1988-01/2013-05),198801,201305,NMB,NMB (1988-01/2013-05),198801,201305,"Athletic protective headgear excl football, mountaineering/climbing","Coiffures de protection, pour l'athlétisme, a/q pour le football ou l'alpinisme"
6506109090,6506.10.90.90,6506.10.90.90 (1988-01/2013-05),198801,201305,NMB,NMB (1988-01/2013-05),198801,201305,"Safety headgear, nes","Coiffures, casques de sécurité, nda"
6506910000,6506.91.00.00,6506.91.00.00 (1988-01/9999-12),198801,999912,DZN,DZN (1988-01/9999-12),198801,999912,Headgear of rubber or plastics,Coiffures en caoutchouc ou en matières plastiques
6506920000,6506.92.00.00,6506.92.00.00 (1988-01/2006-12),198801,200612,DZN,DZN (1988-01/2006-12),198801,200612,"Headgear, nes, of furskin",Coiffures en pelleteries naturelles
6506991000,6506.99.10.00,6506.99.10.00 (1988-01/9999-12),198801,999912,DZN,DZN (1988-01/9999-12),198801,999912,"Headgear, of paper, leather or feathers","Coiffures, en papier, en cuir ou en plumes"
6506992000,6506.99.20.00,6506.99.20.00 (2007-01/9999-12),200701,999912,DZN,DZN (2007-01/9999-12),200701,999912,"Headgear, of furskin","Coiffures, en pelleteries naturelles"
6506999000,6506.99.90.00,6506.99.90.00 (1988-01/9999-12),198801,999912,DZN,DZN (1988-01/9999-12),198801,999912,"Headgear, of other materials, nes","Coiffures, en autres matières, nda"
6507000000,6507.00.00.00,6507.00.00.00 (1988-01/9999-12),198801,999912,,N/A (1988-01/9999-12),198801,999912,"Head-bands, linings, covers, hat foundations, hat frames, etc, for headgear","Bandes pour garniture int,coiffes,couvre-coiffures,carcasses,etc,pr chappellerie"
