HS10 Code,HS10 Code Formatted,HS10 Date Key,HS10 Start Date,HS10 End Date,Unit of Measure,HS10 UOM Date Key,UOM Start Date,UOM End Date,HS10 English Description,HS10 French Description
5101110000,5101.11.00.00,5101.11.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Greasy shorn wool, not carded or combed","Laines de tonte en suint, non cardées ni peignées"
5101190000,5101.19.00.00,5101.19.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Greasy wool, other than shorn wool, not carded or combed","Laines en suint, a/q de tonte, non cardées ni peignées"
5101210000,5101.21.00.00,5101.21.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Degreased shorn wool, not carded, combed or carbonized","Laines de tonte dégraissées, non cardées, peignées ni carbonisées"
5101290000,5101.29.00.00,5101.29.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Degreased wool, other than shorn wool, not carded, combed or carbonized","Laines dégraissées, a/q de tonte, non cardées, peignées ni carbonisées"
5101300000,5101.30.00.00,5101.30.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Carbonized wool, not carded or combed","Laines carbonisées, non cardées ni peignées"
5102100000,5102.10.00.00,5102.10.00.00 (1988-01/2001-12),198801,200112,KGM,KGM (1988-01/2001-12),198801,200112,"Fine animal hair, not carded or combed","Poils fins, non cardés ni peignés"
5102110000,5102.11.00.00,5102.11.00.00 (2002-01/9999-12),200201,999912,KGM,KGM (2002-01/9999-12),200201,999912,"Fine animal hair of Kashmir (cashmere) goats, not carded or combed","Poils fins de chèvre de Cachemire, non cardés ni peignés"
5102190000,5102.19.00.00,5102.19.00.00 (2002-01/9999-12),200201,999912,KGM,KGM (2002-01/9999-12),200201,999912,"Fine animal hair, not carded or combed, nes","Poils fins, non cardés ni peignés, nda"
5102200000,5102.20.00.00,5102.20.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Coarse animal hair, not carded or combed","Poils grossiers, non cardés ni peignés"
5103100000,5103.10.00.00,5103.10.00.00 (1992-01/9999-12),199201,999912,KGM,KGM (1992-01/9999-12),199201,999912,Noils of wool or fine animal hair,Blousses de laine ou de poils fins
5103100010,5103.10.00.10,5103.10.00.10 (1988-01/1991-12),198801,199112,KGM,KGM (1988-01/1991-12),198801,199112,Noils of wool,Blousses de laine
5103100020,5103.10.00.20,5103.10.00.20 (1988-01/1991-12),198801,199112,KGM,KGM (1988-01/1991-12),198801,199112,Noils of fine animal hair,Blousses de poils fins
5103200000,5103.20.00.00,5103.20.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Waste, other than noils, of wool or of fine animal hair,o/t garnetted stock","Déchets, a/q blousses, de laine ou de poils fins, a/q les effilochés"
5103300000,5103.30.00.00,5103.30.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Waste of coarse animal hair, o/t garnetted stock","Déchets de poils grossiers, a/q les effilochés"
5104000000,5104.00.00.00,5104.00.00.00 (1992-01/9999-12),199201,999912,KGM,KGM (1992-01/9999-12),199201,999912,Garnetted stock of wool or of fine or coarse animal hair,Effilochés de laine ou de poils fins ou grossiers
5104000010,5104.00.00.10,5104.00.00.10 (1988-01/1991-12),198801,199112,KGM,KGM (1988-01/1991-12),198801,199112,Garnetted stock of wool,Éffilochés de laine
5104000020,5104.00.00.20,5104.00.00.20 (1988-01/1991-12),198801,199112,KGM,KGM (1988-01/1991-12),198801,199112,Garnetted stock of fine or coarse animal hair,Éffilochés de poils fins ou grossiers
5105100000,5105.10.00.00,5105.10.00.00 (2005-12/9999-12),200512,999912,KGM,KGM (2005-12/9999-12),200512,999912,Carded wool,Laine cardée
5105101000,5105.10.10.00,5105.10.10.00 (1988-01/2005-11),198801,200511,KGM,KGM (1988-01/2005-11),198801,200511,Carded wool slivers,Laine cardée en rubans de préparation
5105109000,5105.10.90.00,5105.10.90.00 (1988-01/2005-11),198801,200511,KGM,KGM (1988-01/2005-11),198801,200511,Carded wool excluding slivers,"Laine cardée, a/q en rubans de préparation"
5105210000,5105.21.00.00,5105.21.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,Combed wool in fragments,"Laine peignée, en vrac"
5105290000,5105.29.00.00,5105.29.00.00 (2005-12/9999-12),200512,999912,KGM,KGM (2005-12/9999-12),200512,999912,Wool tops and other combed wool,"Laine peignée, autre que laine peignée en vrac"
