HS10 Code,HS10 Code Formatted,HS10 Date Key,HS10 Start Date,HS10 End Date,Unit of Measure,HS10 UOM Date Key,UOM Start Date,UOM End Date,HS10 English Description,HS10 French Description
7601100010,7601.10.00.10,7601.10.00.10 (2012-01/2016-12),201201,201612,KGM,KGM (2012-01/2016-12),201201,201612,"Billets,blocks,pigs,etc,of alum,uwrt,not alloy;granules,f mfr clean compd; grain","Billettes,masses,etc,alum,forme brute,n allié;grenailles fab comps nettoy;grain"
7601100011,7601.10.00.11,7601.10.00.11 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Billets,aluminum,unwrought,not alloyed",Billettes d'aluminium non allié sous forme brute
7601100012,7601.10.00.12,7601.10.00.12 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Blocks,aluminum,unwrought,not alloyed",Masses d'aluminium non allié sous forme brute
7601100013,7601.10.00.13,7601.10.00.13 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Ingots,aluminum,unwrought,not alloyed",Lingots d'aluminium non allié sous forme brute
7601100014,7601.10.00.14,7601.10.00.14 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Bars,notched,aluminum,unwrought,not alloyed",Barres entaillées en aluminium non allié sous forme brute
7601100015,7601.10.00.15,7601.10.00.15 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Pigs,aluminum,unwrought,not alloyed",Gueuses en aluminium non allié sous forme brute
7601100016,7601.10.00.16,7601.10.00.16 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Slabs,aluminum,unwrought,not alloyed",Plaques en aluminium non allié sous forme brute
7601100017,7601.10.00.17,7601.10.00.17 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Wire bars,aluminum,unwrought,not alloyed","Barres à fils (wire-bars),en aluminium non allié sous forme brute"
7601100020,7601.10.00.20,7601.10.00.20 (2012-01/9999-12),201201,999912,KGM,KGM (2012-01/9999-12),201201,999912,"Ingots, aluminum, unwrought, not alloyed","Lingots d'aluminium, sous forme brute, non allié"
7601100030,7601.10.00.30,7601.10.00.30 (2012-01/2016-12),201201,201612,KGM,KGM (2012-01/2016-12),201201,201612,"Bars, notched, aluminum, unwrought, not alloyed","Barres entaillées en aluminium, sous forme brute, non allié"
