HS10 Code,HS10 Code Formatted,HS10 Date Key,HS10 Start Date,HS10 End Date,Unit of Measure,HS10 UOM Date Key,UOM Start Date,UOM End Date,HS10 English Description,HS10 French Description
8101100000,8101.10.00.00,8101.10.00.00 (2017-01/9999-12),201701,999912,KGM,KGM (2017-01/9999-12),201701,999912,"Powders, of tungsten (wolfram)","Poudres, de tungstène (wolfram)"
8101100010,8101.10.00.10,8101.10.00.10 (1998-01/2016-12),199801,201612,KGM,KGM (1998-01/2016-12),199801,201612,"Powders, tungsten (wolfram), not alloyed","Poudres de tungstène (wolfram), non allié"
8101100020,8101.10.00.20,8101.10.00.20 (1998-01/2016-12),199801,201612,KGM,KGM (1998-01/2016-12),199801,201612,"Powders, tungsten (wolfram), alloyed","Poudres de tungstène (wolfram), allié"
8101101000,8101.10.10.00,8101.10.10.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Powders, tungsten (wolfram), not alloyed",Poudres de tungstène (wolfram) non allié
8101102000,8101.10.20.00,8101.10.20.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Powders, tungsten (wolfram), alloyed",Poudres de tungstène (wolfram) allié
8101910010,8101.91.00.10,8101.91.00.10 (1998-01/2001-12),199801,200112,KGM,KGM (1998-01/2001-12),199801,200112,"Sintered bars & rods, tungsten (wolfram) unwrought, not alloyed","Barres frittées,en tungstène (wolfram) sous forme brute,non alliées"
8101910091,8101.91.00.91,8101.91.00.91 (1998-01/2001-12),199801,200112,KGM,KGM (1998-01/2001-12),199801,200112,"Tungsten (wolfram) unwrought, not alloyed, o/t bars & rods sintered","Tungstène (wolfram) sous forme brute,non allié,a/q barres obtenues par frittage"
8101910092,8101.91.00.92,8101.91.00.92 (1998-01/2001-12),199801,200112,KGM,KGM (1998-01/2001-12),199801,200112,"Tungsten (wolfram) unwrought, alloyed","Tungstène (wolfram) sous forme brute,en alliages"
8101910093,8101.91.00.93,8101.91.00.93 (1998-01/2001-12),199801,200112,KGM,KGM (1998-01/2001-12),199801,200112,Tungsten (wolfram) waste and scrap,Déchets et débris de tungstène (wolfram)
8101911000,8101.91.10.00,8101.91.10.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Sintered bars & rods, tungsten (wolfram) unwrought, not alloyed","Barres obtenues par frittage,en tungstène (wolfram) sous forme brute,non allié"
8101919100,8101.91.91.00,8101.91.91.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tungsten (wolfram) unwrought, not alloyed, o/t bars & rods sintered","Tungstène (wolfram) sous forme brute,non allié,a/q barres obtenues par frittage"
8101919210,8101.91.92.10,8101.91.92.10 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tungsten (wolfram) unwrought, alloyed","Tungstène (wolfram) sous forme brute,allié"
8101919220,8101.91.92.20,8101.91.92.20 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,Tungsten (wolfram) waste and scrap,Déchets et débris de tungstène (wolfram)
8101920010,8101.92.00.10,8101.92.00.10 (1998-01/2001-12),199801,200112,KGM,KGM (1998-01/2001-12),199801,200112,"Bars & rods o/t sintered, tungsten (wolfram), not alloyed","Barres a/q obtenues par frittage,en tungstène (wolfram) non allié"
8101920021,8101.92.00.21,8101.92.00.21 (1998-01/2001-12),199801,200112,KGM,KGM (1998-01/2001-12),199801,200112,"Profiles, plates, sheets, strip & foil, tungsten (wolfram), not alloyed","Profilés,tôles,bandes et feuilles en tungstène (wolfram) non allié"
8101920022,8101.92.00.22,8101.92.00.22 (1998-01/2001-12),199801,200112,KGM,KGM (1998-01/2001-12),199801,200112,"Bar & rod,o/t sintered,profile,plate,sheet,strip&foil,tungsten(wolfram),alloyed","Barres a/q obt/frittage,prof,tôles,bandes et feuilles en tungstène(wolfram)allié"
8101921000,8101.92.10.00,8101.92.10.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Bars & rods o/t sintered, tungsten (wolfram), not alloyed","Barres a/q obtenues par frittage,en tungstène (wolfram) non allié"
8101922010,8101.92.20.10,8101.92.20.10 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Profiles, plates, sheets, strip & foil, tungsten (wolfram), not alloyed","Profilés,tôles,bandes et feuilles en tungstène (wolfram) non allié"
8101922020,8101.92.20.20,8101.92.20.20 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Bar & rod o/t sintered,profile,plate,sheet,strip&foil,tungsten(wolfram),alloyed","Barres a/q obt/frittage,prof,tôles,bandes et feuilles en tungstène(wolfram)allié"
8101930010,8101.93.00.10,8101.93.00.10 (1998-01/2001-12),199801,200112,KGM,KGM (1998-01/2001-12),199801,200112,"Wire, tungsten (wolfram), not alloyed",Fils en tungstène (wolfram) non allié
8101930021,8101.93.00.21,8101.93.00.21 (1998-01/2001-12),199801,200112,KGM,KGM (1998-01/2001-12),199801,200112,"Wire, tungsten (wolfram), alloyed, not coated or covered","Fils en tungstène (wolfram) en alliages,non revêtus ou recouverts"
8101930022,8101.93.00.22,8101.93.00.22 (1998-01/2001-12),199801,200112,KGM,KGM (1998-01/2001-12),199801,200112,"Wire, tungsten (wolfram), alloyed, coated or covered","Fils en tungstène (wolfram) en alliages,revêtus ou recouverts"
8101931000,8101.93.10.00,8101.93.10.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Wire, tungsten (wolfram), not alloyed",Fils en tungstène (wolfram) non allié
8101932100,8101.93.21.00,8101.93.21.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Wire, tungsten (wolfram), alloyed, not coated or covered","Fils en tungstène (wolfram) allié,non revêtus ou recouverts"
8101932200,8101.93.22.00,8101.93.22.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Wire, tungsten (wolfram), alloyed, coated or covered","Fils en tungstène (wolfram) allié,revêtus ou recouverts"
8101940000,8101.94.00.00,8101.94.00.00 (2017-01/9999-12),201701,999912,KGM,KGM (2017-01/9999-12),201701,999912,"Tungsten, unwrought, including bars and rods obtained simply by sintering","Tungstène,sous forme brute,y compris les barres simplement obtenues par frittage"
8101940010,8101.94.00.10,8101.94.00.10 (2002-01/2016-12),200201,201612,KGM,KGM (2002-01/2016-12),200201,201612,"Sintered bars & rods, tungsten (wolfram),unwrought, not alloyed","Barres frittées,en tungstène (wolfram), sous forme brute, non alliées"
8101940091,8101.94.00.91,8101.94.00.91 (2002-01/2016-12),200201,201612,KGM,KGM (2002-01/2016-12),200201,201612,"Tungsten (wolfram) unwrought, not alloyed, o/t bars & rods sintered","Tungstène (wolfram) sous forme brute,non allié,a/q barres obtenues par frittage"
8101940092,8101.94.00.92,8101.94.00.92 (2002-01/2016-12),200201,201612,KGM,KGM (2002-01/2016-12),200201,201612,"Tungsten (wolfram) unwrought, alloyed","Tungstène (wolfram) sous forme brute, en alliages"
