HS10 Code,HS10 Code Formatted,HS10 Date Key,HS10 Start Date,HS10 End Date,Unit of Measure,HS10 UOM Date Key,UOM Start Date,UOM End Date,HS10 English Description,HS10 French Description
9001100000,9001.10.00.00,9001.10.00.00 (1988-01/1997-12),198801,199712,MTR,MTR (1994-01/1997-12),199401,199712,"Optical fibres, optical fibre bundles and cables, other than of No 85.44","Fibres optiques, faisceaux et câbles de fibres optiques, autres que du n° 85.44"
9001100000,9001.10.00.00,9001.10.00.00 (1988-01/1997-12),198801,199712,,N/A (1988-01/1993-12),198801,199312,"Optical fibres, optical fibre bundles and cables, other than of No 85.44","Fibres optiques, faisceaux et câbles de fibres optiques, autres que du n° 85.44"
9001100000,9001.10.00.00,9001.10.00.00 (2012-01/9999-12),201201,999912,MTR,MTR (2012-01/9999-12),201201,999912,"Optical fibres, optical fibre bundles and cables, other than of No 85.44","Fibres optiques, faisceaux et câbles de fibres optiques, autres que du n° 85.44"
9001101000,9001.10.10.00,9001.10.10.00 (1998-01/2011-12),199801,201112,MTR,MTR (1998-01/2011-12),199801,201112,"Optical glass fibres, for use in the mfr of fibre optic telecommunication cable","Fibres verres optique, pr fab de câbles de télécommunication en fibres optiques"
9001109000,9001.10.90.00,9001.10.90.00 (1998-01/2011-12),199801,201112,MTR,MTR (1998-01/2011-12),199801,201112,"Optical fibres, optical fibre bundles and cables, nes","Fibres optiques,faisceaux et câbles de fibres optiques, nda"
9001200000,9001.20.00.00,9001.20.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1995-01/9999-12),199501,999912,Sheets and plates of polarizing material,Matières polarisantes en feuilles ou en plaques
9001200000,9001.20.00.00,9001.20.00.00 (1988-01/9999-12),198801,999912,,N/A (1988-01/1994-12),198801,199412,Sheets and plates of polarizing material,Matières polarisantes en feuilles ou en plaques
9001300000,9001.30.00.00,9001.30.00.00 (1988-01/9999-12),198801,999912,,N/A (1988-01/1991-12),198801,199112,Contact lenses,Verres de contact
9001300000,9001.30.00.00,9001.30.00.00 (1988-01/9999-12),198801,999912,NMB,NMB (1992-01/9999-12),199201,999912,Contact lenses,Verres de contact
9001401000,9001.40.10.00,9001.40.10.00 (1988-01/9999-12),198801,999912,,N/A (1988-01/1991-12),198801,199112,"Spectacle lenses of glass, used by workers employed in hazardous work","Verres de lunetterie, en verre, pour lunettes professionnelles de sécurité"
