HS10 Code,HS10 Code Formatted,HS10 Date Key,HS10 Start Date,HS10 End Date,Unit of Measure,HS10 UOM Date Key,UOM Start Date,UOM End Date,HS10 English Description,HS10 French Description
8001100000,8001.10.00.00,8001.10.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,"Tin, not alloyed, unwrought","Étain non allié, sous forme brute"
8001200000,8001.20.00.00,8001.20.00.00 (2017-01/9999-12),201701,999912,KGM,KGM (2017-01/9999-12),201701,999912,"Alloys, of tin, unwrought","Alliages d'étain, sous forme brute"
8001200010,8001.20.00.10,8001.20.00.10 (1998-01/2016-12),199801,201612,KGM,KGM (1998-01/2016-12),199801,201612,"Tin-antimony alloys, unwrought",Alliages étain-antimoine sous forme brute
8001200020,8001.20.00.20,8001.20.00.20 (1998-01/2016-12),199801,201612,KGM,KGM (1998-01/2016-12),199801,201612,"Tin-lead-antimony alloys, unwrought",Alliages étain-plomb-antimoine sous forme brute
8001200090,8001.20.00.90,8001.20.00.90 (1998-01/2016-12),199801,201612,KGM,KGM (1998-01/2016-12),199801,201612,"Tin alloys, unwrought, nes","Alliages d'étain sous forme brute,nda"
8001201000,8001.20.10.00,8001.20.10.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tin-antimony alloys, unwrought",Alliages étain-antimoine sous forme brute
8001202000,8001.20.20.00,8001.20.20.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tin-lead-antimony alloys, unwrought",Alliages étain-plomb-antimoine sous forme brute
8001209000,8001.20.90.00,8001.20.90.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tin alloys, unwrought, nes","Alliages d'étain sous forme brute,nda"
8002000000,8002.00.00.00,8002.00.00.00 (1988-01/9999-12),198801,999912,KGM,KGM (1988-01/9999-12),198801,999912,Tin waste and scrap,Déchets et débris d'étain
8003000000,8003.00.00.00,8003.00.00.00 (2012-01/9999-12),201201,999912,KGM,KGM (2012-01/9999-12),201201,999912,"Bars, rods, profiles and wire, of tin","Barres, profilés et fils, en étain"
8003001010,8003.00.10.10,8003.00.10.10 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tin bars and rods, not alloyed",Barres en étain non allié
8003001010,8003.00.10.10,8003.00.10.10 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Bars and rods,tin,not alloyed",Barres en étain non allié
8003001020,8003.00.10.20,8003.00.10.20 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tin bars and rods, of tin-antimony alloys",Barres en alliages étain-antimoine
8003001020,8003.00.10.20,8003.00.10.20 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Bars and rods, of tin-antimony alloys",Barres en alliages étain-antimoine
8003001030,8003.00.10.30,8003.00.10.30 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Wire,tin-lead alloy (tinsel),mfr braids,cords,tassels,ribbons or trimmings","Fil l métall (clinquant),al étain-plomb,fab tresses,cordons,glands,ruban ou garn"
8003002000,8003.00.20.00,8003.00.20.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tin bars and rods, of tin-lead-antimony alloys",Barres en alliages étain-plomb-antimoine
8003002010,8003.00.20.10,8003.00.20.10 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Bars and rods, of tin-lead-antimony alloys",Barres en alliages étain-plomb-antimoine
8003002020,8003.00.20.20,8003.00.20.20 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Bars and rods, of phosphor-tin alloys",Barres en alliages phosphure-étain
8003002030,8003.00.20.30,8003.00.20.30 (1998-01/2011-12),199801,201112,KGM,KGM (1998-01/2011-12),199801,201112,"Bars and rods, of other alloys; tin profiles; tin wire, nes","Barres en autres alliages d'étain;profilés en étain;fils d'étain,nda"
8003003000,8003.00.30.00,8003.00.30.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tin bars and rods, of phosphor-tin alloys",Barres en alliages d'étain phosphoreux
8003004000,8003.00.40.00,8003.00.40.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Wire of tin-lead alloy (tinsel), use mfr of braid,cord,tassel,ribbon/trimming","Fils en alliages étain-plomb,brillants,pour garnitures,ruban,tresse,gland,etc"
8003005000,8003.00.50.00,8003.00.50.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tin bars and rods, of other alloys; tin profiles; tin wire, nes","Barres en autres alliages d'étain;profilés en étain;fils d'étain,nda"
8004000010,8004.00.00.10,8004.00.00.10 (1998-01/2006-12),199801,200612,KGM,KGM (1998-01/2006-12),199801,200612,"Plate, sheet and strip, of tin-lead-antimony alloys, >0.2mm thk","Tôles,feuilles et bandes en alliages étain-plomb-antimoine,épaisseur >0,2mm"
8004000020,8004.00.00.20,8004.00.00.20 (1998-01/2006-12),199801,200612,KGM,KGM (1998-01/2006-12),199801,200612,"Plate, sheet and strip, of phosphor-tin alloys, >0.2mm thick","Tôles,feuilles et bandes en alliages phosphure-étain,épaisseur >0,2mm"
8004000091,8004.00.00.91,8004.00.00.91 (1998-01/2006-12),199801,200612,KGM,KGM (1998-01/2006-12),199801,200612,"Plate,sheet and strip,tin,not alloyed, >0.2mm thick, nes","Tôles,feuilles et bandes d'étain,non allié,épaisseur >0,2mm,nda"
8004000092,8004.00.00.92,8004.00.00.92 (1998-01/2006-12),199801,200612,KGM,KGM (1998-01/2006-12),199801,200612,"Plate, sheet and strip, of tin-antimony alloys, >0.2mm thk, nes","Tôles,feuilles et bandes en alliages étain-antimoine,épaisseur >0,2mm,nda"
8004000099,8004.00.00.99,8004.00.00.99 (1998-01/2006-12),199801,200612,KGM,KGM (1998-01/2006-12),199801,200612,"Plate,sheet and strip,tin, >0.2mm thk, nes","Tôles,feuilles et bandes en étain,épaisseur >0,2mm,nda"
8004001000,8004.00.10.00,8004.00.10.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tin plate, sheet and strip, of tin-lead-antimony alloys, >0.2mm thk","Tôles,feuilles et bandes en alliages étain-plomb-antimoine,épaisseur >0,2mm"
8004002000,8004.00.20.00,8004.00.20.00 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tin plate, sheet and strip, of phosphor-tin alloys, >0.2mm thk","Tôles,feuilles et bandes en alliages d'étain phosphoreux,épaisseur >0,2mm"
8004009010,8004.00.90.10,8004.00.90.10 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tin plate, sheet and strip, not alloyed, >0.2mm thk, nes","Tôles,feuilles et bandes en étain non allié,épaisseur >0,2mm,nda"
8004009020,8004.00.90.20,8004.00.90.20 (1988-01/1997-12),198801,199712,KGM,KGM (1988-01/1997-12),198801,199712,"Tin plate, sheet and strip, of tin-antimony alloys, >0.2mm thk, nes","Tôles,feuilles et bandes en alliages étain-antimoine,épaisseur >0,2mm,nda"
